,Sentence,Sentiment
5359,indigo somoncom serv 377000 subscrib market share approxim 27 may 2007,neutral
5360,warmli welcom michael frei outotec,positive
5361,itv share price group mull takeov canada entertain one,positive
5362,oper profit sixmonth period decreas eur111 9 sale increas eur1 275 compar correspond period 2006,neutral
5363,signific capit expenditur item global enterpris resourc plan erp project product develop product machin,neutral
5364,kone said court paper union action delay repair elev feder courthous jan 21 saltonstal state offic build jan 23,neutral
5365,3rd red day row tsla,negative
5366,oper profit total eur 04 mn oper loss eur 08 mn yearonyear,positive
5367,accord finnish financi servic group sampo ceo bjârn wahlroo danish dansk bank acquisit sampo bank eur 4bn largest cash deal finland econom histori,neutral
5368,fsecur develop secur solut servic internet servic provid mobil oper announc result annual onlin wellb survey,neutral
5369,decemb alon member lithuanian brewer associ sold total 203 million liter beer increas 19 percent sale 1992 million liter decemb 2004,positive
5370,cocacola market leader manufactur market share 369 22 correspond period 20042005,neutral
5371,barclay plc lse barc nyse bc credit agricol sa epa aca cagr,neutral
5372,finnish componenta publish new longterm strategi period 20112015 aim grow togeth custom,neutral
5373,veneer plywood industri sweden quit small despit raw materi resourc,neutral
5374,finnish metal product compani componenta oyj hel cth1v said today net loss narrow eur 500000 usd 680000 last quarter 2010 eur 53 million period year earlier,positive
5375,vike pay eur 130 million new ship complet januari 2008,neutral
5376,rautaruukki aim find work group locat made redund,neutral
5377,accord compani addit normal season fluctuat market situat weaken autumn 2008,negative
5378,accord arokarhu purchas scan cash regist comput disappear total sum key press,negative
5379,name yet releas,neutral
5380,also bring right kind peopl upgrad human resourc,positive
5381,kesko previous publish stock exchang releas concern deal 7 februari 2007,neutral
5382,updat 3exbarclay director accus us illeg tip plumber,negative
5383,lg complet uk largest medic underwritten bulk pension risk deal,positive
5384,lassila tikanoja oper profit exclud nonrecur imput item second quarter eur11 3 eur13 8 year ago,neutral
5385,honkarakenn mainli export larg luxuri log hous russia use onefamili hous holiday home 70 sale go moscow region 20 st petersburg region remaind locat,neutral
5386,valu deal disclos,neutral
5387,hkscan headquart turku finland lead northern european food group 10000 employe nine countri,neutral
5388,tsla see downsid next two week care 20 dollar drop potenti vs 10 move,negative
5389,would invest physic infrastructur would also provid knowhow manag develop scienc technolog park said sunris valley director andriu bagdona,positive
5390,favour currenc rate also contribut higher net sale ceo kari kauniskanga said,positive
5391,nest oil corpor refin oper asset summari report summari nest oil corpor refin oper asset summari report essenti sourc compani data inform,neutral
5392,union compani offici return call yesterday,neutral
5393,adp news finnish handl system provid cargotec oyj hel cgcbv announc friday order worth eur 10 million usd 132 deliv linkspan jordan morocco ireland,positive
5394,german commerzbank ag hamburg branch us jp morgan nyse jpm particip arrang dutch ing am inga coarrang,neutral
5395,global life scienc industri strictli regul intern nation author,neutral
5396,tieto offer aktia good foundat requir support servic implement updat project say juha volotinen respons aktia web servic,positive
5397,compani build altogeth 130 new substat end year,neutral
5398,tiimari finnish retail report geenrat quarterli revenu total eur 13 mn 4th quarter 2009 eur 03 mn loss 2008,positive
5399,resign take effect immedi,neutral
5400,work netapp includ strateg reposit brand categori major global relaunch,neutral
5401,financi detail avail,neutral
5402,follow divest fiskar outdoor unit compris brand gerber silva buster focu multitool knive compass mobil light pedomet aluminium boat,neutral
5403,cf2 pti ltd becam substanti holder renison consolid mine nl januari 25 150 million share 79 pc,neutral
5404,1411 cet arcelormitt lost 726 eur 1738 euronext pari come lead bluechip faller,negative
5405,ogden reportedli shell 42 million,neutral
5406,gale breakout come soon,positive
5407,august 2007 latvija finieri order product line new green veneer mill built ukmerg central lithuania,neutral
5408,foundri divis report sale increas 97 eur 631 mn eur 575 mn correspond period 2006 sale machin shop divis increas 164 eur 412 mn eur 354 mn correspond period 2006,positive
5409,sp downgrad barclay rb govern bailout fear,negative
5410,finnish high technolog provid vaahto group report net sale eur 418 mn account period septemb 2007 februari 2008 increas 112 year earlier,positive
5411,bbri 1m6m trend turn bullish today resist level 1131,positive
5412,isolation anoth sell rate sell rate spi qqq iwm sever compani aapl axp bac blue fxe,negative
5413,expand compani continu call newpag,neutral
5414,compani said sale three month end march slid eur86 4 us 1134 eur91 2 last year,neutral
5415,finnish energi compani fortum set new stricter target limit shortterm carbon dioxid emiss heat electr product,neutral
5416,refin margin year 1339 be back later compar 1046 be back later prior year,positive
5417,prgn bottom right,neutral
5418,oper profit rose eur 135 mn eur 97 mn correspond period 2006,positive
5419,tsla weakest today dt watchlist,negative
5420,tesla voluntari recal 2700 model x vehicl due back seat issu tsla,negative
5421,manufactur begin pietarsaari begin year 2009 deliveri take place octob 2009,neutral
5422,finnish electron contract manufactur scanfil report net sale eur 2412 mn 2006 eur 3216 mn 2005,neutral
5423,custom access integr propel gear packag one sourc,neutral
5424,addon order contain among other control valv instrument well complet mill engin electrif metso drive control,neutral
5425,yit lodg counter claim nest oil total eur25m primarili base work carri contract addit cost incur due prolong project,negative
5426,reduct implement mainli cours first half 2009,neutral
5427,uvxi put chum key support next level care,negative
5428,inha work invest product develop market research,neutral
5429,tesco asda sale fall march discount continu kantar,negative
5430,first quarter expect line analyst forecast,neutral
5431,omeo employ 55 expect net sale 23 mln euro 298 mln fiscal 20062007 end april 30 2007,neutral
5432,press confer lattelecom board chairman nil melngaili explain blackston chosen experi sector well financi strength,positive
5433,share repres 4998 total share capit 214 total vote right,neutral
5434,mobil data transfer expect increas explos lte era,neutral
5435,finnish cutleri hand tool maker fiskar oyj abp hel fisa said today net profit rose eur 241 million usd 336 third quarter 2010 eur 179 million year earlier,positive
5436,ren bottom good tear eye buy,positive
5437,addit kazakh deleg visit finland sitra invest fund honkarakenn ltd nokia headquart studi teliasonera ltd jsc activ,neutral
5438,55 worker àmñl affect closedown,neutral
5439,construct schedul start apriljun 2007 complet earli 2008,neutral
5440,finnish wast manag clean group lassila tikanoja oyj lt net profit went 322 mln euro 477 mln 2007 353 mln euro 523 mln 2006,neutral
5441,oper loss increas eur 17mn loss eur 108 mn 2005,negative
5442,jarmo honkamaa head oil refin busi nest oil say situat look promis viewpoint,positive
5443,second success effort financi investor year,positive
5444,rnn day trader flush start go slowli,positive
5445,fix homebas cut cost close nonprofit unit look go forward said,positive
5446,transact strengthen posit design brand good said fiskar presid ceo heikki allonen point two group rel overlap oper,positive
5447,financi term nt disclos,neutral
5448,finnish media group talentum issu profit warn,neutral
5449,rubin say expect capman announc 12 addit transact 2009,neutral
5450,updat 1astrazeneca sell rare cancer drug sanofi 300 mln,positive
5451,total invest project approxim eur 36m,neutral
5452,demand sport equip good 2005,positive
5453,accord vauramo plant lift equip suitabl asian chines truck,neutral
5454,kraftheinz merger came togeth speedi 10 week,positive
5455,igor oleg yankov current manag moron vitim hold onto 25 stake,neutral
5456,kaukotelko ltd press releas 19062007 1400 1 1 telko group kaukotelko expand strateg partnership bp industri lubric servic bp il acquir total ownership bp swedish retail compani moluballoy ab,positive
5457,narrow eur2 8 9mo 09 29 octob 2009 finnish softwar hardwar develop elektrobit oyj hel ebg1v eb said today net loss narrow eur2 8 first nine month 2009 eur35 6 period year ago,positive
5458,vaisala also said expect net sale eur 2532 million 2010 compar eur 2522 million record 2009,positive
5459,order also cover design servic hardwar softwar licenc well mainten servic six year,neutral
5460,compani pay dividend eur 050 per share total eur 14mn,neutral
5461,compar ftse 100 index rose 949 point 16 day rel price chang 04,neutral
5462,tailor solut meet solel technic requir result costeffect manufactur highestqu reflector,positive
5463,oper incom rose eur 6964 mn eur 6003 mn 2009,positive
5464,net sale 2010 eur 20 billion intern oper account roughli quarter,neutral
5465,sale volum cocacola market share decreas 22 242,negative
5466,desk reach full plan strength ten person autumn 2007,neutral
5467,one price categori call prefer oper network anoth call oper network,neutral
5468,veracel prepar appeal issu ask court clarif judgement,neutral
